Designator,Mid X,Mid Y,Rotation,Layer
C1,105.1,-73.526041,270.0,top
C2,102.5,-65.35,180.0,top
J1,122.235,-83.885,90.0,top
J2,114.35,-66.49,0.0,top
J3,118.94,-66.49,0.0,top
J4,123.53,-66.49,0.0,top
J5,128.12,-66.49,0.0,top
J6,132.71,-66.49,0.0,top
P1,91.775,-72.9,90.0,top
R1,132.705,-76.985,90.0,top
R2,128.105,-77.035,90.0,top
R3,123.505,-77.035,90.0,top
R4,118.955,-77.035,90.0,top
R5,114.355,-77.035,90.0,top
